;;"gen";"rep_n_aut";"autore";"post";"ante";"origine";"identificazione"
"";"Scheda";"4 (?) @";"BEdT 417";"Reculaire";" ";" ";"non precisabile";"Giullare, come indicato da Uguet nella tenzone che li contrappone, BEdT 458,001."
"";"Scheda";"4 (?) @";"BEdT 158";"Fortunier";" ";" ";"non precisabile";" "
"";"Scheda";"4 (?) @";"BEdT 111";"Cavaire";" ";" ";"non precisabile";"Prob. italiano, data la qualità delle rime. Il partimen parodico e satirico BEdT 111,001 presenta chiare allusioni all'Alvernia (ma riferite all'interlocutore Bonafos) e dipende con sicurezza dalla canzone (tenzone fittizia con Amore) BEdT 366,029 di Peirol."
"";"Scheda";"4 (?) @";"BEdT 099";"Bonafos";" ";" ";"non precisabile";"Probabilmente un giullare. Dal partimen parodico BEdT 111,001, nel quale risponde a Cavaire, risulta con certezza che Bonafos ha avuto scontri aspri con i borghesi di Aurillac e potrebbe essere originario di quella regione. Cavaire lo accusa in particolare di avere frequentato una banda di briganti, dediti ad assalire i pellegrini (str.4, v.33-36)."
"";"Scheda";"4 (?) @";"BEdT 073";"Berta, fraire";" ";" ";"non precisabile";"Marshall 1985, p.456-7, segnala che la lettura esatta nel ms. è Barta , non Berta propone di identificare il personaggio con /058 Bernart de la Barta."
"";"Scheda";"1";"BEdT 451";"Uc Catola";" ";" ";"Francia";" "
"";"Scheda";"1";"BEdT 367a";"Peitavin";" ";" ";"attribuzione";"Attribuzione presento solo in °Da 0719 per BEdT 183,002: reinterpretazione di BEdT 183 Coms de Peitieus."
"";"Scheda";"1";"BEdT 294";"Marcoat";" ";" ";"Guascogna, Comminges, Agenais";" "
"";"Scheda";"1";"BEdT 293";"Marcabru";" ";" ";"Guascogna, Comminges, Agenais";" "
"";"Scheda";"1";"BEdT 262";"Jaufre Rudel de Blaja";" ";" ";"Poitou, Saintonge, Périgord";" "
"";"Scheda";"1";"BEdT 199";"Guillalmi";" ";" ";"Guascogna, Comminges, Agenais (?)";"Interlocutore di Cercamon nella tenzone BEdT 112,001 Car vei fenir a tot dia."
"";"Scheda";"1";"BEdT 183";"Graf von Poitiers - lo Coms de Peiteus";" ";" ";"Poitou, Saintonge, Périgord";"Cfr. BEdT 367a Pietavin , attribuzione nel solo °Da."
"";"Scheda";"1";"BEdT 130";"Eble de Ventadorn";" ";" ";"Limosino, Marche";"Rossi 2001 e Rossi 2001a avanza l'ipotesi che il Visconte di Ventadorn vada riconosciuto sotto lo pseudonimo di 112 Cercamon e gli vadano di conseguenza assegnati i testi trasmessi sotto questo nome. Cfr. poi Rossi 2009."
"";"Scheda";"1";"BEdT 112";"Cercamon";" ";" ";"Guascogna, Comminges, Agenais (?)";"Non un giullare, ma un nobile secondo Rossi (2000, 2001a), che propone di identificarlo con 130 Eble de Ventadorn. Cfr. poi Rossi 2009."
"";"Scheda";"1";"BEdT 017";"Alegret";" ";" ";"Guascogna, Comminges, Agenais";"Trovatore dal profilo sfuggente e in parte almeno incerto. Al vers BEdT 017,002 Ara pareisson l'arbre sec replica Marcabru in BEdT 293,011 Bel m'es quan la rana chanta . A un giullare Alegret si indirizza BnVent nella tornada di BEdT 070,004 affinché porti la canzone a Mon-Tristan . Il vers BEdT 017,001 Aissi com cel qu'es vencutz e sobratz non appare assegnabile per ragioni di stile e di tono ad un'epoca anteriore alla produzione di BnVent e pare dunque sensibilmente posteriore all'altro componimento assegnato al trovatore, BEdT 017,002 Ara pareisson l'arbre sec , da ricondurre all'epoca di Marcabru. In questa situazione, l'attribuzione ad Alegret del salut BEdT 017,I Domna qu'avetz la seignoria , pur normalmente scartata, apre un'ulteriore possibilità, ossia che gli Alegret siano più d'uno."
"";"Scheda";"1";"BEdT 016b";"Aldric del Vilar";" ";" ";"Guascogna, Comminges, Agenais";" "
"";"Scheda";"4: solo nominato";"BEdT 316";"Palazi";" ";" ";"Provenza, Delfinato, Viennese, Valentinese: solo nominato";"Secondo trovatore della coppia Tomier e Palaizi: cfr. BEdT 442."
"";"Scheda";"4: solo nominato";"BEdT 039";"Austorc de Maensac";" ";" ";"Alvernia, Vélay, Gévaudan, Vivarais";"Personaggio sconosciuto come trovatore, ricordato nella vida del fratello Peire de Maensac."
"";"Scheda";"5 / 3";"BEdT 345";"Peire Guillem de Toloza";" ";" ";"Linguadoca, Contea di Foix";"Bertran Carbonel nel planh 082,015 compiange la scomparsa di un P. G. ( Pey Guillem ?: la prosodia richiede comunque una misura di tre sillabe) contro un personaggio indicato identicamente come P.G. , con le sole iniziali ( .P. / ponchat et enapres un .G. ) è indirizzato un sirventese, di reprimenda personale e di ammonimento, dello stesso Bertran Carbonel (082,018).Circa i Peire Guillem nella tradizione trobadorica cfr. anche Rieger (D.) 1980b, p.52, n.10."
"";"Scheda";"2: solo nominato";"BEdT 351";"Peire de Monzo";" ";" ";"Spagna: solo nominato";"Sconosciuto."
"";"Scheda";"2: solo nominato";"BEdT 232";"Guillem de Ribas";" ";" ";"Spagna";"Sconosciuto."
"";"Scheda";"2: solo nominato";"BEdT 176";"Gonzalgo (Guossalbo) Roitz";" ";" ";"Spagna: solo nominato";"Gonzalo Ruiz de Azagra, come proposto da Riquer 1975, p.338-339. Nel canz. °C f. 138 vA la tornada del sirventese 080,035 ( Quan vei pels vergiers desplegar ) di Bertran de Born, la tornada recita: Gossalbo Rois aprenda / de Fraga e fassa chantar / mo sirventes al rey navar e per Castella l'entenda ) la strofa precedente, con struttura di invio, comporta una dedica a Pere Rois , fratello di Gonzalo Ruiz de Azagra (cfr. Asperti 2001)"
"";"Scheda";"2: solo nominato";"BEdT 118";"Cossezen";" ";" ";"Italia (?)";" "
"";"Scheda";"2: solo nominato";"BEdT 066a";"Bernart de Saissac";" ";" ";"Linguadoca, Contea di Foix";"E' l'ottavo dei trovatori raffigurati nella satira di Peire d'Alvernhe BEdT 323,011. E' stato identificato da molti con BEdT 063 Bernart Marti, opinione che è oggi largamente accettata. Cfr. inoltre BEdT 090 Bertran de Saissac ed anche BEdT 086 Bertran de Pessars."
"";"Scheda";"4 (?) @";"BEdT 458";"Uguet";" ";" ";"attribuzione";"Trovatore identificato con BEdT 454 Uc de Mataplana."
"";"Scheda";"4 (?) @";"BEdT 417";"Reculaire";" ";" ";"non precisabile";"Giullare, come indicato da Uguet nella tenzone che li contrappone, BEdT 458,001."
"";"Scheda";"4 (?) @";"BEdT 158";"Fortunier";" ";" ";"non precisabile";" "
"";"Scheda";"4 (?) @";"BEdT 111";"Cavaire";" ";" ";"non precisabile";"Prob. italiano, data la qualità delle rime. Il partimen parodico e satirico BEdT 111,001 presenta chiare allusioni all'Alvernia (ma riferite all'interlocutore Bonafos) e dipende con sicurezza dalla canzone (tenzone fittizia con Amore) BEdT 366,029 di Peirol."
"";"Scheda";"4 (?) @";"BEdT 099";"Bonafos";" ";" ";"non precisabile";"Probabilmente un giullare. Dal partimen parodico BEdT 111,001, nel quale risponde a Cavaire, risulta con certezza che Bonafos ha avuto scontri aspri con i borghesi di Aurillac e potrebbe essere originario di quella regione. Cavaire lo accusa in particolare di avere frequentato una banda di briganti, dediti ad assalire i pellegrini (str.4, v.33-36)."
"";"Scheda";"4 (?) @";"BEdT 073";"Berta, fraire";" ";" ";"non precisabile";"Marshall 1985, p.456-7, segnala che la lettura esatta nel ms. è Barta , non Berta propone di identificare il personaggio con /058 Bernart de la Barta."
"";"Scheda";"3: solo nominato";"BEdT 445";"Tremoleta";" ";" ";"Catalogna, Rossiglione: solo nominato";"E' l'ottavo dei trovatori ritratti nella satira di trovatori BEdT 305,016 Pos Peire d'Alvergn'a chantat , del Monge de Montaudo: E·N Tremoleta·l Catalas, / qui fay sonetz levetz e plas, / e sos cantars es de nien, / e ten son cap cum fai auras ben a trent’ans que for’ albas / si no fos lo negr’onhemen. E' stata proposta da Rossi 1983b l'identificazione congetturale con BEdT 213 Guillem de Cabestaing, la cui identità sarebbe qui celata da un nomignolo scherzoso, basato sul carattere dei suoi componimenti e con allusione ad un'ironica interpretatio nominis: caput stagni come testa bianca , quindi canuta (cfr. vv. finali della strofa)."
"";"Scheda";"3: solo nominato";"BEdT 169";"Gaudairenca";" ";" ";"Linguadoca, Contea di Foix: solo nominato";"Trobairitz nominata nel sirventese BEdT 454,001 di Uc de Mataplana e nella razo 406.B.B, § 10 (solo °H) come moglie di Raimon de Miraval dalla quale egli si sarebbe voluto separare figlia di un Caudeira (ossia Gaudaira), non identificabile, ella sabia ben trobar coblas e dansas ."
